Time:,Body1,x,y,phi(r),phi(d),dx/dt,dy/dt,dphi/dt(r),dphi/dt(d),d2x/dt2,d2y/dt2,d2phi/dt2(r),d2phi/dt2(d),Point1,x,y,dx/dt,dy/dt,Point2,x,y,dx/dt,dy/dt,Lam1,x,y,Kin1,-,Pot1,-,TotKin,TotPot,Total,,
Time:,Link002,-,-,-,-,-,-,-,-,-,-,-,-,Link001-{PointO},-,-,-,-,Link001-{PointA},-,-,-,-,Link002,-,-,Link002,-,Link002,-,,,,,
0,0,0.01,L,5.00E-01,-3.66E-04,0.00073253,0.041970885,-5.37E-05,-7.33E-02,0.146535117,8.395843733,-0.01610334,-7.32674443,14.65350852,839.5841931,L,0.00E+00,-2.95E-16,-2.12E-16,-2.54E-14,L,1.00E+00,-7.33E-04,-1.07E-04,-1.47E-01,L,-0.000859383,-2002.197701,L,0.002897599,L,-0.002897024,0.002897599,-0.002897024,5.75E-07
90.29,-,-0.47816269,-0.14615213,2.844957217,163.0040414,0.42776838,-1.39952037,0.926870718,67.69733935,6.14432177,-5.44872244,4.013525806,2.915884797,-,1.46E-11,-1.86E-11,-2.74E-12,-2.24E-12,-,-0.95632538,-0.29230425,0.85553675,-2.79904074,-,-4526.463396,-3245.530253,-,0.156010985,-,-1.15601041,1.156010985,-1.15601041,5.75E-07,,
90.3,-,-0.47356888,-0.16041357,2.814989999,161.2870463,0.49188389,-1.45212723,0.066348481,75.6888265,6.67909117,-5.06432542,3.878895072,95.20211196,-,1.48E-11,-1.87E-11,7.73E-13,-6.00E-14,-,-0.94713777,-0.32082713,0.98376779,-2.90425446,-,-4954.063328,-3516.424765,-,0.26881382,-,-1.268813245,1.26881382,-1.268813245,5.75E-07,,
90.31,-,-0.46830718,-0.17518101,2.783635055,159.4905403,0.56134712,-1.50063574,0.204383372,83.59764317,7.2129173,-4.62859953,3.724690133,86.36681973,-,1.51E-11,-1.88E-11,1.93E-12,8.96E-13,-,-0.93661436,-0.35036202,1.12269424,-3.00127147,-,-5385.238905,-3826.357619,-,0.385618969,-,-1.385618394,1.385618969,-1.385618394,5.75E-07,,
90.32,-,-0.46232424,-0.19041087,2.750907818,157.6154078,0.63611926,-1.54451979,0.340771824,91.41212585,7.7398313,-4.13906266,3.549347959,76.32045322,-,1.45E-11,-1.87E-11,-2.48E-12,-4.00E-12,-,-0.92464848,-0.38082174,1.27223853,-3.08903958,-,-5815.653934,-4177.676076,-,0.506081624,-,-1.506081049,1.506081624,-1.506081049,5.75E-07,,
90.33,-,-0.45556743,-0.20605417,2.716825835,155.662654,0.71609896,-1.58323108,0.475294727,99.11972045,8.25329095,-3.59377426,3.351325922,64.97462625,-,1.47E-11,-1.87E-11,-4.04E-13,-1.49E-12,-,-0.91113485,-0.41210833,1.43219792,-3.16646215,-,-6240.495836,-4572.381423,-,0.629814451,-,-1.629813876,1.629814451,-1.629813876,5.75E-07,,
90.34,-,-0.44798546,-0.22205637,2.681408921,153.6334143,0.80111669,-1.61620508,0.607717726,6.706999394,8.7462166,-2.99145237,3.129120954,52.24321938,-,1.48E-11,-1.87E-11,4.52E-13,2.64E-14,-,-0.89597091,-0.44411273,1.60223338,-3.23241015,-,-6654.489715,-5012.03829,-,0.756386061,-,-1.756385486,1.756386061,-1.756385486,5.75E-07,,
90.35,-,-0.4395291,-0.23835723,2.644679309,151.5289626,0.89092969,-1.64286823,0.737791718,14.15969016,9.21104796,-2.33159232,2.881290283,38.04356792,-,1.49E-11,-1.87E-11,6.90E-13,8.60E-13,-,-0.8790582,-0.47671446,1.78185938,-3.28573646,-,-7051.927377,-5497.6803,-,0.885320007,-,-1.885319432,1.885320007,-1.885319432,5.75E-07,,
90.36,-,-0.43015194,-0.25489078,2.606661793,149.3507193,0.9852175,-1.66264631,0.865253567,21.46271613,9.63982348,-1.6145836,2.606473574,22.29773031,-,1.48E-11,-1.87E-11,4.33E-13,5.31E-13,-,-0.86030388,-0.50978156,1.97043499,-3.32529263,-,-7426.713093,-6029.714366,-,0.016094387,-,-2.016093812,2.016094387,-2.016093812,5.75E-07,,
90.37,-,-0.41981116,-0.27158532,2.567383864,147.1002598,1.08357846,-1.67497393,0.98982704,28.60025038,10.02428354,-0.84182085,2.30341623,4.933823569,-,1.48E-11,-1.88E-11,2.33E-13,-3.11E-13,-,-0.83962233,-0.54317064,2.16715692,-3.34994787,-,-7772.427582,-6607.826437,-,0.148142166,-,-2.148141591,2.148142166,-2.148141591,5.75E-07,,
90.38,-,-0.4084684,-0.2883636,2.526875839,144.7793209,1.18552735,-1.67930509,0.11122399,35.55578325,10.35599816,-0.01580411,1.970993575,85.88740843,-,1.47E-11,-1.88E-11,5.12E-13,-2.36E-12,-,-0.8169368,-0.5767272,2.3710547,-3.35861017,-,-8082.411262,-7230.89205,-,0.28085228,-,-2.280851705,2.28085228,-2.280851705,5.75E-07,,
90.39,-,-0.39609055,-0.30514305,2.485170967,142.3898078,1.29049442,-1.67512466,0.229145774,42.31220377,10.62651873,0.85977669,1.608235518,65.10290276,-,1.47E-11,-1.89E-11,1.04E-12,-2.86E-12,-,-0.79218109,-0.61028609,2.58098885,-3.35024932,-,-8349.867186,-7896.895463,-,0.413571624,-,-2.413571049,2.413571624,-2.413571049,5.75E-07,,
90.4,-,-0.38265062,-0.32183614,2.442305532,139.9337992,1.39782606,-1.66196067,0.343284924,48.85189535,10.82755228,1.7799784,1.21435127,42.53499775,-,1.49E-11,-1.87E-11,-1.60E-13,1.05E-12,-,-0.76530124,-0.64367228,2.79565213,-3.32392134,-,-8567.983373,-8602.861534,-,0.545607971,-,-2.545607396,2.545607971,-2.545607396,5.75E-07,,
90.41,-,-0.36812858,-0.33835092,2.398318925,137.4135523,1.50678731,-1.63939699,0.453327062,55.15684547,10.95115569,2.7385681,0.788753605,18.15004778,-,1.48E-11,-1.87E-11,-3.41E-14,1.06E-13,-,-0.73625717,-0.67670184,3.01357462,-3.27879398,-,-8730.073342,-9344.804699,-,0.676233884,-,-2.676233309,2.676233884,-2.676233309,5.75E-07,,
90.42,-,-0.35251214,-0.35459158,2.353253711,134.8315057,1.61656638,-1.6070863,0.558953055,61.20876906,10.98994575,3.72801838,0.331082084,91.92740123,-,1.47E-11,-1.90E-11,2.23E-12,-2.57E-12,-,-0.70502428,-0.70918317,3.23313276,-3.2141726,-,-8829.73269,-10117.69946,-,0.804691651,-,-2.804691076,2.804691651,-2.804691076,5.75E-07,,
90.43,-,-0.33579746,-0.37045926,2.307155656,132.1902818,1.72628139,-1.56476292,0.659841388,66.98924473,10.93731982,4.7395392,0.84122464,63.86063712,-,1.49E-11,-1.87E-11,-1.99E-13,2.65E-13,-,-0.67159493,-0.74091852,3.45256278,-3.12952584,-,-8861.008466,-10915.47658,-,0.930199231,-,-2.930198656,2.930199231,-2.930198656,5.75E-07,,
90.44,-,-0.31798986,-0.38585288,2.260073746,129.4926871,1.83498926,-1.5122551,0.755670749,72.47986265,10.78768031,5.76315009,0.319336874,33.95867074,-,1.48E-11,-1.88E-11,-2.42E-13,-4.30E-14,-,-0.63597973,-0.77170576,3.66997852,-3.02451019,-,-8818.577061,-11731.04881,-,0.051957207,-,-3.051956632,3.051957207,-3.051956632,5.75E-07,,
90.45,-,-0.29910434,-0.40067018,2.212060166,126.7417116,1.94169689,-1.44949637,0.84612279,77.66238287,10.53665545,6.78779522,0.765858405,2.246690388,-,1.48E-11,-1.90E-11,3.47E-12,-1.60E-12,-,-0.59820868,-0.80134036,3.88339377,-2.89899274,-,-8697.925245,-12556.36906,-,0.169156669,-,-3.169156094,3.169156669,-3.169156094,5.75E-07,,
90.46,-,-0.27916602,-0.41480879,2.163170258,123.9405261,2.04537445,-1.37653557,0.930885035,82.51890178,10.18130739,7.80150226,0.181525631,68.76688863,-,1.48E-11,-1.86E-11,-1.11E-12,1.56E-13,-,-0.55833205,-0.82961758,4.09074889,-2.75307115,-,-8495.528116,-13382.5232,-,0.280987949,-,-3.280987374,3.280987949,-3.280987374,5.75E-07,,
90.47,-,-0.25821046,-0.42816744,2.113462445,121.0924783,2.1449707,-1.29354502,0.009653893,87.03202489,9.72031873,8.7915841,0.567380296,33.57895295,-,1.48E-11,-1.88E-11,9.60E-14,-3.50E-13,-,-0.51642091,-0.85633489,4.2899414,-2.58709004,-,-8209.016951,-14199.85814,-,0.386650079,-,-3.386649503,3.386650079,-3.386649503,5.75E-07,,
90.48,-,-0.23628374,-0.44064725,2.062998131,118.2010861,2.23943,-1.20082649,0.082137735,91.1850431,9.1541479,9.74488042,0.924773311,96.76028478,-,1.49E-11,-1.90E-11,3.42E-12,2.66E-14,-,-0.47256747,-0.88129449,4.47886001,-2.40165297,-,-7837.329549,-14998.14448,-,0.485360808,-,-3.485360232,3.485360808,-3.485360232,5.75E-07,,
90.49,-,-0.21344246,-0.45215298,2.011841564,115.2700307,2.32771067,-1.09881457,0.148059983,94.96210968,8.4851445,10.648034,0.255363379,58.40592095,-,1.48E-11,-1.87E-11,-1.61E-12,-7.34E-13,-,-0.42688491,-0.90430596,4.65542133,-2.19762914,-,-7380.835526,-15766.77127,-,0.576366994,-,-3.576366419,3.576366994,-3.576366419,5.75E-07,,
90.5,-,-0.18975348,-0.46259444,1.960059668,112.3031466,2.40880426,-0.98807716,0.207162159,98.34841495,7.71761663,11.48779436,0.5611101,18.62813814,-,1.49E-11,-1.89E-11,2.47E-12,6.90E-13,-,-0.37950697,-0.92518888,4.81760852,-1.97615433,-,-6841.429335,-16494.96882,-,0.658955151,-,-3.658954576,3.658955151,-3.658954576,5.75E-07,,
90.51,-,-0.16529352,-0.47188775,1.907721849,109.3044104,2.4817553,-0.86931282,0.259206836,1.330355299,6.8578435,12.25133942,0.844261335,77.55572934,-,1.49E-11,-1.88E-11,5.66E-13,-1.23E-13,-,-0.33058704,-0.94377551,4.9635106,-1.73862563,-,-6222.58452,-17172.05348,-,0.732461905,-,-3.73246133,3.732461905,-3.73246133,5.75E-07,,
90.52,-,-0.14014847,-0.47995667,1.854899771,106.2779283,2.54568079,-0.74334476,0.303980432,3.895693395,5.91402882,12.92660437,0.107334818,35.33295011,-,1.48E-11,-1.88E-11,1.06E-13,-4.46E-13,-,-0.28029695,-0.95991334,5.09136157,-1.48668953,-,-5529.363902,-17787.68702,-,0.796284115,-,-3.79628354,3.796284115,-3.79628354,5.75E-07,,
90.53,-,-0.11441264,-0.48673375,1.801667104,103.2279211,2.59978895,-0.61111176,0.341295795,6.033706158,4.89619278,13.50260545,0.35309414,92.11814253,-,1.49E-11,-1.88E-11,3.64E-13,-1.52E-13,-,-0.22882528,-0.97346751,5.19957791,-1.22222352,-,-4768.381999,-18332.1418,-,0.849888396,-,-3.849887821,3.849888396,-3.849887821,5.75E-07,,
90.54,-,-0.08818771,-0.49216149,1.748099247,100.158709,2.64339664,-0.47365571,0.370994515,7.735317482,3.81600313,13.969746,0.584519424,48.08205504,-,1.49E-11,-1.88E-11,4.51E-13,1.07E-13,-,-0.17637542,-0.98432297,5.28679328,-0.94731142,-,-3947.717914,-18796.56178,-,0.892819786,-,-3.892819211,3.892819786,-3.892819211,5.75E-07,,
90.55,-,-0.06158159,-0.49619322,1.694273032,97.07469406,2.67594467,-0.33210637,0.392948929,8.993212735,2.68654889,14.32009216,0.804773183,3.405886359,-,1.49E-11,-1.88E-11,3.06E-13,-4.18E-14,-,-0.12316318,-0.99238643,5.35188935,-0.66421274,-,-3076.77916,-19173.20935,-,0.924709317,-,-3.924708742,3.924709317,-3.924708742,5.75E-07,,
90.56,-,-0.03470711,-0.49879396,1.640266404,93.98034225,2.69701075,-0.18766354,0.407063751,9.801932468,1.52206299,14.54760632,0.017162032,8.27909154,-,1.49E-11,-1.88E-11,2.53E-13,-6.99E-15,-,-0.06941421,-0.99758792,5.3940215,-0.37532707,-,-2166.119199,-19455.68757,-,0.945280277,-,-3.945279702,3.945280277,-3.945279702,5.75E-07,,
90.57,-,-0.00768058,-0.49994101,1.586158098,90.88016466,2.7063193,-0.04157713,0.41327731,10.15794319,0.33760277,14.648328,0.225095052,2.896996483,-,1.49E-11,-1.88E-11,1.78E-13,-2.84E-13,-,-0.01536117,-0.99988201,5.4126386,-0.08315426,-,-1227.213795,-19639.12841,-,0.954352971,-,-3.954352396,3.954352971,-3.954352396,5.75E-07,,
90.58,-,0.01937966,-0.49962429,1.53202729,87.77869784,2.70374799,0.10487425,0.411562356,10.05968356,-0.8513003,14.62049394,0.567960255,32.54172554,-,1.49E-11,-1.88E-11,1.62E-13,-3.02E-13,-,0.03875933,-0.99924858,5.40749597,0.20974851,-,-272.203439,-19720.3386,-,0.951847849,-,-3.951847274,3.951847849,-3.951847274,5.75E-07,,
90.59,-,0.04635487,-0.49784659,1.477953258,84.680484,2.68933064,0.25040561,0.401926416,9.50758486,-2.02900891,14.46459204,1.358523391,77.8376567,-,1.49E-11,-1.88E-11,5.50E-14,2.07E-14,-,0.09270974,-0.99569318,5.37866128,0.50081122,-,686.3891141,-19697.89648,-,0.937786895,-,-3.93778632,3.937786895,-3.93778632,5.75E-07,,
90.6,-,0.0731274,-0.49462348,1.424015028,81.59005109,2.66325643,0.39374804,0.384411696,8.504065363,-3.18015218,14.18334633,2.143146602,122.7932552,-,1.49E-11,-1.88E-11,-1.55E-14,3.27E-14,-,0.1462548,-0.98924695,5.32651286,0.78749608,-,1635.955763,-19572.19539,-,0.912293241,-,-3.912292665,3.912293241,-3.912292665,5.75E-07,,
90.61,-,0.09958226,-0.48998303,1.370291036,78.51189306,2.62586539,0.53367076,0.35909453,7.053498603,-4.28998783,13.78163404,2.918459833,167.2154311,-,1.49E-11,-1.88E-11,-9.73E-14,-1.14E-16,-,0.19916452,-0.97996607,5.25173079,1.06734151,-,2564.103227,-19345.4317,-,0.87558902,-,-3.875588444,3.87558902,-3.875588444,5.75E-07,,
90.62,-,0.12560858,-0.48396537,1.316858785,75.45045058,2.57764042,0.66900191,0.326084382,5.162156401,-5.34474066,13.26633835,3.681213854,210.9180173,-,1.49E-11,-1.88E-11,-8.05E-14,-6.37E-14,-,0.25121716,-0.96793075,5.15528085,1.33800382,-,3458.945053,-19021.53784,-,0.827991518,-,-3.827990943,3.827991518,-3.827990943,5.75E-07,,
90.63,-,0.15110099,-0.47662196,1.263794524,72.41009241,2.51919605,0.79864769,0.285522433,2.838127936,-6.33190507,12.64614358,4.428320556,253.7240782,-,1.48E-11,-1.89E-11,7.08E-13,-7.29E-13,-,0.30220199,-0.95324391,5.03839209,1.59729537,-,4309.374527,-18606.06359,-,0.769907742,-,-3.769907167,3.769907742,-3.769907167,5.75E-07,,
90.64,-,0.17596087,-0.46801471,1.211172941,69.3950978,2.45126441,0.92160909,0.237579789,0.091216748,-7.2405013,11.93128217,5.156889538,295.4680059,-,1.48E-11,-1.89E-11,-1.55E-14,-1.74E-13,-,0.35192174,-0.93602943,4.90252882,1.84321817,-,5105.308593,-18106.01098,-,0.701827568,-,-3.701826993,3.701827568,-3.701826993,5.75E-07,,
90.65,-,0.20009743,-0.45821504,1.159066871,66.40963987,2.37467896,1.03699597,0.182455332,96.93281803,-8.06127752,11.13324427,5.864260235,335.9973614,-,1.49E-11,-1.87E-11,-2.38E-12,5.49E-13,-,0.40019485,-0.91643007,4.74935792,2.07399194,-,5837.894454,-17529.63024,-,0.624315667,-,-3.624315092,3.624315667,-3.624315092,5.75E-07,,
90.66,-,0.22342865,-0.44730263,1.107547029,63.45777039,2.29035641,1.14403809,0.120373288,93.37577893,-8.78685264,10.26446252,6.548029,375.1744258,-,1.48E-11,-1.90E-11,1.74E-12,-5.93E-13,-,0.4468573,-0.89460525,4.58071283,2.28807618,-,6499.672514,-16886.1857,-,0.538002438,-,-3.538001863,3.538002438,-3.538001863,5.75E-07,,
90.67,-,0.24588203,-0.43536425,1.056681776,60.54340606,2.19927756,1.24209287,0.051580542,89.4342449,-9.41179772,9.33798446,7.206070715,412.8774388,-,1.49E-11,-1.87E-11,-3.37E-12,-2.31E-13,-,0.49176406,-0.8707285,4.39855513,2.48418574,-,7084.691533,-16185.70159,-,0.443574195,-,-3.44357362,3.443574195,-3.44357362,5.75E-07,,
90.68,-,0.26739509,-0.42249244,1.0065369,57.67031632,2.10246763,1.33064991,0.976343767,85.12349524,-9.93265653,8.3671454,7.836554695,449.00151,-,1.49E-11,-1.91E-11,2.21E-12,1.33E-13,-,0.53479019,-0.84498488,4.20493526,2.66129982,-,7588.574245,-15438.6979,-,0.341762868,-,-3.341762293,3.341762868,-3.341762293,5.75E-07,,
90.69,-,0.28791578,-0.40878418,0.957175438,54.84211283,2.00097666,1.4093323,0.894946428,80.45977128,-10.34790856,7.36525324,8.437954829,483.4591994,-,1.48E-11,-1.88E-11,-2.87E-13,-4.75E-13,-,0.57583155,-0.81756836,4.00195332,2.8186646,-,8008.533942,-14655.92669,-,0.233335477,-,-3.233334902,3.233335477,-3.233334902,5.75E-07,,
90.7,-,0.30740255,-0.39433954,0.908657518,52.06224078,1.89586058,1.47789482,0.807685707,75.46010026,-10.65788008,6.34529568,9.009054054,516.1807747,-,1.48E-11,-1.88E-11,-2.17E-12,-1.28E-12,-,0.61480509,-0.78867909,3.79172117,2.95578965,-,8343.344675,-13848.11789,-,0.119083627,-,-3.119083052,3.119083627,-3.119083052,5.75E-07,,
90.71,-,0.32582439,-0.37926042,0.861040243,49.33397191,1.78816337,1.53621944,0.714869414,70.14211835,-10.86461037,5.31967813,9.548943437,547.1141577,-,1.49E-11,-1.91E-11,1.77E-12,1.02E-12,-,0.65164878,-0.75852085,3.57632674,3.07243888,-,8593.269501,-13025.74326,-,0.999813248,-,-2.999812673,2.999813248,-2.999812673,5.75E-07,,
90.72,-,0.3431606,-0.36364929,0.814377597,46.66039925,1.67890072,1.58430829,0.616812927,64.52389549,-10.97168177,4.29999884,10.05701623,576.2245847,-,1.48E-11,-1.88E-11,-8.48E-13,-1.27E-12,-,0.6863212,-0.72729857,3.35780145,3.16861658,-,8759.952658,-12198.80507,-,0.876334801,-,-2.876334226,2.876334801,-2.876334226,5.75E-07,,
90.73,-,0.35940043,-0.34760801,0.768720385,44.0444337,1.56904563,1.62227469,0.513836225,58.62376511,-10.98402266,3.29686552,10.53295745,603.4940075,-,1.48E-11,-1.88E-11,-8.90E-13,-1.32E-12,-,0.71880087,-0.69521602,3.13809125,3.24454939,-,8846.282526,-11376.65481,-,0.749454116,-,-2.749453541,2.749454116,-2.749453541,5.75E-07,,
90.74,-,0.3745426,-0.33123683,0.724116201,41.48880219,1.45951594,1.65033248,0.406261037,52.46016087,-10.90769278,2.3197554,10.97672942,628.9202687,-,1.50E-11,-1.90E-11,8.72E-13,1.37E-12,-,0.74908521,-0.66247366,2.91903188,3.30066497,-,8856.232779,-10567.84528,-,0.619964011,-,-2.619963436,2.619964011,-2.619963436,5.75E-07,,
90.75,-,0.38859469,-0.31463339,0.680609423,38.99604744,1.35116419,1.66878419,0.294408154,46.05146273,-10.74965983,1.37691888,11.38855416,652.516088,-,1.48E-11,-1.88E-11,-2.46E-13,-1.27E-12,-,0.77718937,-0.62926678,2.70232838,3.33756838,-,8794.689279,-9780.017817,-,0.4886368,-,-2.488636225,2.4886368,-2.488636225,5.75E-07,,
90.76,-,0.40157242,-0.29789191,0.638241238,36.56852926,1.24476963,1.67800848,0.178594931,39.41585387,-10.51757575,0.47532525,11.76889293,674.3078944,-,1.47E-11,-1.88E-11,-5.54E-13,-2.79E-12,-,0.80314484,-0.59578382,2.48953926,3.35601696,-,8667.269967,-9019.824592,-,0.356217773,-,-2.356217198,2.356217773,-2.356217198,5.75E-07,,
90.77,-,0.41349895,-0.28110251,0.597049686,34.20842716,1.14103248,1.67844722,0.059133009,32.57118992,-10.21955991,-0.37935293,12.11842392,694.3345451,-,1.50E-11,-1.89E-11,-9.12E-14,7.39E-13,-,0.82699789,-0.56220502,2.28206496,3.35689445,-,8480.144476,-8292.884806,-,0.223419685,-,-2.223419109,2.223419685,-2.223419109,5.75E-07,,
90.78,-,0.424404,-0.26435062,0.557069726,31.91774422,1.04057027,1.67059259,0.93632626,25.53488148,-9.86399534,-1.18272066,12.43801848,712.6459644,-,1.50E-11,-1.90E-11,-2.29E-13,1.71E-12,-,0.84880799,-0.52870123,2.08114054,3.34118519,-,8239.859318,-7603.772159,-,0.090918264,-,-2.090917689,2.090918264,-2.090917689,5.75E-07,,
90.79,-,0.43432306,-0.24771654,0.518333328,29.69831207,0.94391619,1.65497453,0.810468977,18.32379036,-9.45934272,-1.93161173,12.72871659,729.3017392,-,1.49E-11,-1.89E-11,-1.76E-13,5.45E-13,-,0.86864611,-0.49543308,1.88783238,3.30994906,-,7953.173586,-6956.030264,-,0.959348739,-,-1.959348164,1.959348739,-1.959348164,5.75E-07,,
90.8,-,0.44329652,-0.23127515,0.48086957,27.55179686,0.85151911,1.63214877,0.681844317,10.95414016,-9.01397556,-2.62401555,12.99170212,744.3697002,-,1.49E-11,-1.89E-11,-9.15E-14,-3.41E-15,-,0.88659304,-0.46255031,1.70303821,3.26429754,-,7626.908978,-6352.211992,-,0.829303321,-,-1.829302746,1.829303321,-1.829302746,5.75E-07,,
90.81,-,0.45136886,-0.21509569,0.444704762,25.47970601,0.7637452,1.60268577,0.550722977,3.441440778,-8.53603882,-3.25898522,13.22827832,757.9245181,-,1.49E-11,-1.89E-11,-3.75E-13,3.83E-13,-,0.90273771,-0.43019138,1.52749041,3.20537154,-,7267.816927,-5793.938435,-,0.701329617,-,-1.701329041,1.701329617,-1.701329041,5.75E-07,,
90.82,-,0.4585878,-0.19924164,0.409862574,23.48339567,0.68088085,1.56716057,0.417362127,95.80042693,-8.03333178,-3.83653201,13.43984398,770.0463372,-,1.51E-11,-1.89E-11,-1.55E-12,1.70E-12,-,0.91717559,-0.39848329,1.3617617,3.13432114,-,6882.464571,-5281.973063,-,0.575929863,-,-1.575929288,1.575929863,-1.575929288,5.75E-07,,
90.83,-,0.46500355,-0.18377078,0.376364174,21.56407872,0.60313654,1.52614377,0.282004566,88.04500999,-7.51321524,-4.35751129,13.62787057,780.8194675,-,1.51E-11,-1.88E-11,-1.15E-12,5.69E-13,-,0.9300071,-0.36754156,1.20627308,3.05228754,-,6477.140337,-4816.306795,-,0.453560937,-,-1.453560362,1.453560937,-1.453560362,5.75E-07,,
90.84,-,0.47066807,-0.16873521,0.344228377,19.72283321,0.53065167,1.4801937,0.144878107,80.1882426,-6.98254213,-4.82350435,13.79388074,790.3311494,-,1.46E-11,-1.90E-11,3.15E-12,-3.23E-12,-,0.94133613,-0.33747042,1.06130334,2.96038739,-,6057.779114,-4396.249968,-,0.334635018,-,-1.334634443,1.334635018,-1.334634443,5.75E-07,,
90.85,-,0.47563437,-0.15418155,0.313471798,17.96061104,0.46349983,1.42984973,0.006195162,72.24229517,-6.44760999,-5.23670013,13.93942819,798.6704038,-,1.48E-11,-1.89E-11,1.36E-13,-4.80E-13,-,0.95126873,-0.3083631,0.92699966,2.85969946,-,5629.906307,-4020.527592,-,0.219520835,-,-1.21952026,1.219520835,-1.21952026,5.75E-07,,
90.86,-,0.47995589,-0.14015114,0.284109005,16.27824688,0.40169455,1.37562679,0.866152531,64.21844344,-5.91413329,-5.59977974,14.06607924,805.9269749,-,1.51E-11,-1.88E-11,-2.45E-12,7.29E-13,-,0.95991178,-0.28030229,0.80338911,2.75125358,-,5198.599518,-3687.37479,-,0.108545387,-,-1.108544812,1.108545387,-1.108544812,5.75E-07,,
90.87,-,0.48368595,-0.12668032,0.256152674,14.67646715,0.34519518,1.31801101,0.724931356,56.12706613,-5.38723324,-5.91580675,14.17539612,812.1903707,-,1.49E-11,-1.89E-11,6.80E-13,-7.85E-13,-,0.9673719,-0.25336064,0.69039036,2.63602201,-,4768.466227,-3394.629806,-,0.00199606,-,-1.001995485,1.00199606,-1.001995485,5.75E-07,,
90.88,-,0.48687719,-0.11380072,0.229613752,13.15589892,0.29391279,1.25745637,0.582697241,47.9776517,-4.87144262,-6.18812483,14.2689219,817.5490032,-,1.48E-11,-1.90E-11,2.18E-12,-9.69E-13,-,0.97375438,-0.22760143,0.58782559,2.51491275,-,4343.635581,-3139.82254,-,0.900123041,-,-0.900122466,0.900123041,-0.900122466,5.75E-07,,
90.89,-,0.48958116,-0.10153959,0.204501603,11.71707877,0.24771603,1.19438245,0.439600514,39.77881315,-4.37072301,-6.42026422,14.34816725,822.089427,-,1.48E-11,-1.90E-11,1.71E-12,-6.20E-13,-,0.97916232,-0.20307917,0.49543206,2.3887649,-,3927.762274,-2920.25705,-,0.803141955,-,-0.80314138,0.803141955,-0.80314138,5.75E-07,,
90.9,-,0.4918479,-0.08992018,0.180824164,10.36046145,0.20643665,1.12917291,0.295776603,31.53831007,-3.88849208,-6.61585778,14.41459878,825.8956735,-,1.48E-11,-1.90E-11,1.38E-12,-4.15E-13,-,0.98369581,-0.17984036,0.41287329,2.25834582,-,3524.040474,-2733.086966,-,0.711236658,-,-0.711236083,0.711236658,-0.711236083,5.75E-07,,
90.91,-,0.49372562,-0.07896209,0.15858809,9.08642825,0.16987481,1.0621749,0.151346536,23.26307676,-3.4276584,-6.77856701,14.46962907,829.0486769,-,1.48E-11,-1.90E-11,1.07E-12,-2.95E-13,-,0.98745124,-0.15792417,0.33974962,2.12434981,-,3135.225779,-2575.383164,-,0.624562097,-,-0.624561522,0.624562097,-0.624561522,5.75E-07,,
90.92,-,0.49526037,-0.0686816,0.137798895,7.895295122,0.13780397,0.99369909,0.006417518,14.95925574,-2.99066183,-6.91201791,14.51460809,831.6257846,-,1.49E-11,-1.89E-11,1.05E-13,-4.28E-13,-,0.99052075,-0.13736321,0.27560795,1.98739818,-,2763.663332,-2444.193443,-,0.543247209,-,-0.543246633,0.543247209,-0.543246633,5.75E-07,,
90.93,-,0.49649584,-0.05909211,0.118461088,6.787320386,0.10997536,0.92402027,0.861083602,6.632235731,-2.57951741,-7.01974635,14.55081604,833.7003477,-,1.49E-11,-1.89E-11,-5.28E-13,-6.65E-13,-,0.99299169,-0.11818422,0.21995072,1.84804055,-,2411.320349,-2336.594233,-,0.467397781,-,-0.467397206,0.467397781,-0.467397206,5.75E-07,,
90.94,-,0.49747313,-0.05020441,0.1005783,5.762712075,0.08612196,0.85337855,0.71542641,8.286693369,-2.19586109,-7.1051525,14.57945748,835.3413814,-,1.49E-11,-1.90E-11,1.51E-13,-3.44E-13,-,0.99494627,-0.10040881,0.17224393,1.7067571,-,2079.821512,-2249.734603,-,0.397099249,-,-0.397098674,0.397099249,-0.397098674,5.75E-07,,
90.95,-,0.4982306,-0.04202706,0.084153403,4.821634827,0.06596213,0.78198085,0.569515918,9.926637983,-1.84099603,-7.17146339,14.60165648,836.6132899,-,1.49E-11,-1.90E-11,8.91E-14,-3.75E-13,-,0.99646119,-0.08405411,0.13192427,1.5639617,-,1770.485877,-2180.87306,-,0.332419377,-,-0.332418801,0.332419377,-0.332418801,5.75E-07,,
90.96,-,0.49880371,-0.03456672,0.069188627,3.964216331,0.04920266,0.71000283,0.42341128,1.555458853,-1.51593799,-7.22170287,14.61845277,837.5756468,-,1.49E-11,-1.90E-11,-1.29E-14,-4.48E-13,-,0.99760742,-0.06913344,0.09840532,1.42000566,-,1484.364141,-2127.407705,-,0.273410814,-,-0.273410239,0.273410814,-0.273410239,5.75E-07,,
90.97,-,0.49922498,-0.02782844,0.05568566,3.190553276,0.03554142,0.63759101,0.277161687,3.175974408,-1.22145916,-7.25866807,14.63079883,838.2830241,-,1.49E-11,-1.90E-11,-1.78E-14,-4.65E-13,-,0.99844995,-0.05565688,0.07108284,1.27518203,-,1222.275311,-2086.900454,-,0.220113482,-,-0.220112907,0.220113482,-0.220112907,5.75E-07,,
